# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "4" "-p" "-t" "CDS" "-g" "ID" "-a" "analyse/03_annotation/prokka_output/E745.gff" "-o" "analyse/07_rnaseq_counts/gene_counts.txt" "analyse/06_rnaseq_mapping/ERR1797969.sorted.bam" "analyse/06_rnaseq_mapping/ERR1797970.sorted.bam" "analyse/06_rnaseq_mapping/ERR1797971.sorted.bam" "analyse/06_rnaseq_mapping/ERR1797972.sorted.bam" "analyse/06_rnaseq_mapping/ERR1797973.sorted.bam" "analyse/06_rnaseq_mapping/ERR1797974.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	analyse/06_rnaseq_mapping/ERR1797969.sorted.bam	analyse/06_rnaseq_mapping/ERR1797970.sorted.bam	analyse/06_rnaseq_mapping/ERR1797971.sorted.bam	analyse/06_rnaseq_mapping/ERR1797972.sorted.bam	analyse/06_rnaseq_mapping/ERR1797973.sorted.bam	analyse/06_rnaseq_mapping/ERR1797974.sorted.bam
OMENCOFM_02400	CP014529.1	2398100	2398402	-	303	0	0	0	1	0	0
OMENCOFM_02401	CP014529.1	2398419	2398913	-	495	0	0	0	0	0	2
OMENCOFM_02402	CP014529.1	2398864	2399142	-	279	0	0	0	0	0	0
OMENCOFM_02403	CP014529.1	2399139	2400188	-	1050	0	0	0	2	0	2
OMENCOFM_02404	CP014529.1	2400145	2401074	-	930	0	0	0	0	0	0
OMENCOFM_02405	CP014529.1	2401206	2402960	+	1755	100	112	98	8	10	10
OMENCOFM_02406	CP014529.1	2403058	2403720	-	663	2	2	16	22	6	14
OMENCOFM_02407	CP014529.1	2403790	2404572	-	783	18	26	26	58	57	68
OMENCOFM_02408	CP014529.1	2404776	2405987	-	1212	46	42	45	28	22	24
OMENCOFM_02409	CP014529.1	2405980	2406717	-	738	24	18	30	26	10	15
OMENCOFM_02410	CP014529.1	2406855	2407289	+	435	61	70	82	18	18	19
OMENCOFM_02411	CP014529.1	2407282	2407626	+	345	86	80	87	26	15	28
OMENCOFM_02412	CP014529.1	2407806	2408816	+	1011	299	329	295	189	157	118
OMENCOFM_02413	CP014529.1	2408885	2409829	-	945	88	88	67	98	56	64
OMENCOFM_02414	CP014529.1	2409813	2412533	-	2721	131	125	144	68	47	93
OMENCOFM_02415	CP014529.1	2412530	2413750	-	1221	20	44	30	8	25	14
OMENCOFM_02416	CP014529.1	2414031	2414867	-	837	6	6	4	6	6	12
OMENCOFM_02420	CP014529.1	2420758	2422068	-	1311	0	0	4	2	0	0
OMENCOFM_02421	CP014529.1	2422080	2423498	-	1419	0	0	0	2	0	0
OMENCOFM_02422	CP014529.1	2423738	2425306	-	1569	0	0	0	2	4	2
OMENCOFM_02423	CP014529.1	2425310	2425720	-	411	0	0	0	3	0	0
OMENCOFM_02424	CP014529.1	2425717	2426640	-	924	2	0	0	0	0	0
OMENCOFM_02425	CP014529.1	2426637	2427536	-	900	0	0	0	0	0	2
OMENCOFM_02426	CP014529.1	2427502	2428839	-	1338	0	0	0	0	2	2
OMENCOFM_02427	CP014529.1	2428842	2429945	-	1104	0	0	0	0	0	0
OMENCOFM_02428	CP014529.1	2430019	2431527	-	1509	0	0	2	2	2	2
OMENCOFM_02429	CP014529.1	2431493	2432185	-	693	0	0	0	0	0	0
OMENCOFM_02430	CP014529.1	2432207	2433181	-	975	0	0	0	0	0	0
OMENCOFM_02431	CP014529.1	2433483	2434355	+	873	2	2	0	0	0	2
OMENCOFM_02432	CP014529.1	2434813	2437011	-	2199	2	2	2	4	4	0
OMENCOFM_02433	CP014529.1	2437243	2438235	+	993	4	4	12	16	8	8
OMENCOFM_02434	CP014529.1	2438295	2439716	+	1422	4	4	4	2	4	2
OMENCOFM_02435	CP014529.1	2439709	2441208	+	1500	2	0	0	4	4	2
OMENCOFM_02436	CP014529.1	2441247	2442641	+	1395	4	8	2	4	2	8
OMENCOFM_02437	CP014529.1	2442800	2443483	+	684	0	0	0	2	6	0
OMENCOFM_02438	CP014529.1	2443485	2444321	+	837	6	2	0	2	9	4
OMENCOFM_02439	CP014529.1	2444332	2446086	+	1755	2	2	2	6	8	3
OMENCOFM_02440	CP014529.1	2446362	2446703	-	342	71	90	82	119	164	150
OMENCOFM_02441	CP014529.1	2446771	2448942	-	2172	73	75	71	104	100	75
OMENCOFM_02442	CP014529.1	2449153	2450010	+	858	20	8	14	38	28	32
OMENCOFM_02443	CP014529.1	2450081	2450938	-	858	4	4	3	12	4	2
OMENCOFM_02444	CP014529.1	2450923	2453625	-	2703	4	0	2	6	6	4
OMENCOFM_02445	CP014529.1	2453638	2454927	-	1290	2	0	0	2	14	6
OMENCOFM_02446	CP014529.1	2455077	2456123	+	1047	9	3	7	9	15	11
OMENCOFM_02447	CP014529.1	2456125	2458278	+	2154	14	6	7	11	14	20
OMENCOFM_02448	CP014529.1	2458751	2460196	-	1446	4	2	6	13	12	6
OMENCOFM_02449	CP014529.1	2460199	2461923	-	1725	6	6	8	4	6	10
OMENCOFM_02450	CP014529.1	2461916	2462530	-	615	0	1	2	0	0	2
OMENCOFM_02451	CP014529.1	2462875	2464332	-	1458	0	3	6	0	4	0
OMENCOFM_02452	CP014529.1	2464373	2465293	-	921	0	2	2	0	2	0
OMENCOFM_02453	CP014529.1	2465305	2466252	-	948	0	0	0	2	0	2
OMENCOFM_02454	CP014529.1	2466731	2467450	-	720	30	26	24	57	42	62
OMENCOFM_02455	CP014529.1	2467499	2469145	-	1647	20	10	10	41	30	29
OMENCOFM_02456	CP014529.1	2469324	2469914	+	591	8	8	6	0	2	0
OMENCOFM_02457	CP014529.1	2470006	2471511	+	1506	54	52	42	64	70	92
OMENCOFM_02458	CP014529.1	2471595	2472947	-	1353	2	0	2	6	10	4
OMENCOFM_02459	CP014529.1	2472947	2473465	-	519	0	0	0	0	0	0
OMENCOFM_02460	CP014529.1	2473481	2473807	-	327	0	0	0	0	0	0
OMENCOFM_02461	CP014529.1	2473820	2475799	-	1980	10	14	22	0	4	2
OMENCOFM_02462	CP014529.1	2475820	2476134	-	315	8	10	12	0	0	0
OMENCOFM_02463	CP014529.1	2476302	2476595	+	294	6	0	2	2	6	10
OMENCOFM_02464	CP014529.1	2476673	2477743	-	1071	2	8	2	26	11	26
OMENCOFM_02465	CP014529.1	2479139	2480158	-	1020	15	16	34	36	33	29
OMENCOFM_02466	CP014529.1	2480305	2483097	-	2793	34	44	42	48	48	45
OMENCOFM_02467	CP014529.1	2483903	2484127	-	225	0	0	2	0	4	3
OMENCOFM_02468	CP014529.1	2485004	2485765	-	762	31	22	22	21	28	33
OMENCOFM_02469	CP014529.1	2485865	2487586	+	1722	37	26	36	961	1026	777
OMENCOFM_02470	CP014529.1	2487601	2489385	+	1785	24	28	38	781	673	591
OMENCOFM_02471	CP014529.1	2489766	2491319	-	1554	8	4	14	22	22	30
OMENCOFM_02472	CP014529.1	2491667	2494081	-	2415	155	171	146	449	461	371
OMENCOFM_02473	CP014529.1	2494508	2496526	-	2019	701	847	838	134	199	141
OMENCOFM_02474	CP014529.1	2496896	2497552	+	657	16	4	6	24	14	20
OMENCOFM_02475	CP014529.1	2497552	2498508	+	957	36	40	45	133	114	70
OMENCOFM_02476	CP014529.1	2498508	2499074	+	567	40	49	38	84	102	61
OMENCOFM_02477	CP014529.1	2499279	2501048	-	1770	22	32	42	135	131	112
OMENCOFM_02478	CP014529.1	2501051	2502763	-	1713	21	18	17	122	101	122
OMENCOFM_02479	CP014529.1	2502878	2503546	+	669	2	16	8	4	8	10
OMENCOFM_02480	CP014529.1	2503613	2504401	-	789	6	8	8	40	52	42
OMENCOFM_02481	CP014529.1	2504484	2505959	-	1476	0	2	0	2	4	4
OMENCOFM_02482	CP014529.1	2506182	2507477	+	1296	2	4	2	4	10	6
OMENCOFM_02483	CP014529.1	2507611	2508804	-	1194	72	78	60	164	164	132
OMENCOFM_02513	CP014529.1	2517248	2518543	+	1296	2	6	4	2	8	2
OMENCOFM_02514	CP014529.1	2518637	2520133	-	1497	327	410	319	859	829	704
OMENCOFM_02515	CP014529.1	2520244	2521248	-	1005	34	28	28	69	74	55
OMENCOFM_02516	CP014529.1	2521249	2522136	-	888	28	22	18	92	59	52
OMENCOFM_02517	CP014529.1	2522353	2524464	-	2112	529	617	561	638	599	493
OMENCOFM_02518	CP014529.1	2524554	2525099	-	546	107	82	86	114	137	117
OMENCOFM_02519	CP014529.1	2525099	2526553	-	1455	48	51	24	49	58	51
OMENCOFM_02520	CP014529.1	2526664	2527134	-	471	185	197	197	166	202	162
OMENCOFM_02521	CP014529.1	2527180	2527605	-	426	71	77	99	88	67	83
OMENCOFM_02522	CP014529.1	2527672	2527941	-	270	9	4	7	13	39	19
OMENCOFM_02523	CP014529.1	2527952	2529547	-	1596	12	19	22	42	58	69
OMENCOFM_02524	CP014529.1	2529562	2533083	-	3522	93	92	105	201	235	173
OMENCOFM_02525	CP014529.1	2533100	2533660	-	561	0	0	2	13	27	12
OMENCOFM_02526	CP014529.1	2534013	2534987	+	975	373	438	435	1492	1631	1585
OMENCOFM_02527	CP014529.1	2535157	2536557	+	1401	62	88	80	94	104	86
OMENCOFM_02528	CP014529.1	2536635	2537357	-	723	34	28	33	55	41	30
OMENCOFM_02529	CP014529.1	2537436	2537942	-	507	4	5	3	0	19	4
OMENCOFM_02530	CP014529.1	2538065	2539864	+	1800	54	65	64	58	66	58
OMENCOFM_02531	CP014529.1	2539932	2541506	-	1575	4536	5429	4823	1322	1517	1348
OMENCOFM_02532	CP014529.1	2541761	2542270	-	510	22	22	23	19	26	28
OMENCOFM_02533	CP014529.1	2542274	2543128	-	855	111	149	103	108	97	105
OMENCOFM_02534	CP014529.1	2543283	2543921	-	639	83	116	91	85	68	45
OMENCOFM_02535	CP014529.1	2543922	2544572	-	651	29	42	43	25	29	29
OMENCOFM_02536	CP014529.1	2544585	2545484	-	900	112	172	123	113	83	81
OMENCOFM_02537	CP014529.1	2545649	2547718	-	2070	265	275	304	396	408	358
OMENCOFM_02538	CP014529.1	2547715	2548455	-	741	93	95	96	169	164	132
OMENCOFM_02539	CP014529.1	2548468	2549826	-	1359	114	117	95	112	154	144
OMENCOFM_02540	CP014529.1	2549826	2550764	-	939	28	44	30	108	88	82
OMENCOFM_02541	CP014529.1	2550757	2551248	-	492	38	45	43	46	39	31
OMENCOFM_02542	CP014529.1	2551263	2553671	-	2409	85	68	93	121	77	98
OMENCOFM_02543	CP014529.1	2553924	2554229	-	306	232	202	218	106	127	115
OMENCOFM_02544	CP014529.1	2554234	2554848	-	615	385	419	347	231	223	182
OMENCOFM_02545	CP014529.1	2555335	2555619	-	285	6	14	16	22	19	18
OMENCOFM_02546	CP014529.1	2555637	2556527	-	891	20	15	24	33	37	24
OMENCOFM_02547	CP014529.1	2556547	2556765	-	219	6	12	4	3	13	12
OMENCOFM_02548	CP014529.1	2556735	2558435	-	1701	16	20	9	14	22	12
OMENCOFM_02549	CP014529.1	2558701	2559474	+	774	135	138	160	56	76	44
OMENCOFM_02550	CP014529.1	2559555	2560124	-	570	16	39	30	18	14	6
OMENCOFM_02551	CP014529.1	2560298	2561269	-	972	103	132	106	143	177	158
OMENCOFM_02552	CP014529.1	2561363	2562736	-	1374	111	155	132	296	285	284
OMENCOFM_02553	CP014529.1	2563239	2564057	-	819	40	44	32	83	70	101
OMENCOFM_02554	CP014529.1	2564224	2565048	-	825	12	10	0	10	10	16
OMENCOFM_02555	CP014529.1	2565021	2565701	-	681	4	8	4	20	14	14
OMENCOFM_02556	CP014529.1	2565724	2566662	-	939	4	6	10	31	35	42
OMENCOFM_02557	CP014529.1	2566907	2567752	-	846	55	54	75	83	86	85
OMENCOFM_02558	CP014529.1	2567912	2570485	-	2574	86	86	103	109	97	112
OMENCOFM_02559	CP014529.1	2570626	2571432	+	807	30	26	19	38	44	40
OMENCOFM_02560	CP014529.1	2571511	2573067	-	1557	530	573	603	487	437	426
OMENCOFM_02561	CP014529.1	2573478	2574527	-	1050	255	332	293	324	305	269
OMENCOFM_02562	CP014529.1	2574636	2575877	-	1242	29	39	24	73	70	74
OMENCOFM_02563	CP014529.1	2576117	2576695	-	579	40	71	68	80	90	72
OMENCOFM_02564	CP014529.1	2576904	2577788	-	885	63	70	75	91	117	121
OMENCOFM_02565	CP014529.1	2578566	2579852	-	1287	42	48	60	58	58	61
OMENCOFM_02566	CP014529.1	2579845	2581113	-	1269	20	21	17	41	21	31
OMENCOFM_02567	CP014529.1	2581365	2581826	+	462	36	52	53	44	56	30
OMENCOFM_02568	CP014529.1	2581885	2582331	-	447	34	22	22	18	20	26
OMENCOFM_02569	CP014529.1	2582424	2582669	-	246	90	169	116	60	89	54
OMENCOFM_02570	CP014529.1	2582784	2583362	-	579	2	0	0	0	2	4
OMENCOFM_02571	CP014529.1	2583439	2583969	-	531	29	25	21	91	30	51
OMENCOFM_02572	CP014529.1	2583973	2584833	-	861	31	45	45	60	113	88
OMENCOFM_02573	CP014529.1	2584826	2585221	-	396	22	16	16	44	48	55
OMENCOFM_02574	CP014529.1	2585218	2586630	-	1413	33	43	29	144	124	115
OMENCOFM_02575	CP014529.1	2586627	2587163	-	537	15	18	20	63	39	31
OMENCOFM_02576	CP014529.1	2587485	2588945	-	1461	235	250	241	361	380	407
OMENCOFM_02577	CP014529.1	2589115	2590272	-	1158	70	72	92	66	76	48
OMENCOFM_02578	CP014529.1	2590306	2591676	-	1371	88	92	66	120	106	131
OMENCOFM_02579	CP014529.1	2591739	2592266	-	528	28	50	35	44	40	37
OMENCOFM_02580	CP014529.1	2592496	2593302	+	807	25	21	33	22	33	28
OMENCOFM_02581	CP014529.1	2593299	2594546	+	1248	70	73	87	133	97	77
OMENCOFM_02582	CP014529.1	2594622	2594966	+	345	33	42	24	44	43	45
OMENCOFM_02583	CP014529.1	2595083	2595409	-	327	16	20	24	6	13	4
OMENCOFM_02584	CP014529.1	2595782	2596714	-	933	2	0	0	0	0	0
OMENCOFM_02585	CP014529.1	2596714	2596983	-	270	0	0	0	0	0	0
OMENCOFM_02586	CP014529.1	2597100	2597615	+	516	50	36	28	14	18	14
OMENCOFM_02587	CP014529.1	2597814	2598260	-	447	0	0	2	6	8	8
OMENCOFM_02588	CP014529.1	2598307	2599785	-	1479	10	10	2	6	7	8
OMENCOFM_02589	CP014529.1	2600139	2600378	-	240	1	0	3	4	15	10
OMENCOFM_02590	CP014529.1	2600375	2600767	-	393	0	0	2	12	10	5
OMENCOFM_02591	CP014529.1	2600751	2601215	-	465	2	2	1	20	7	20
OMENCOFM_02592	CP014529.1	2601702	2602970	-	1269	103	128	119	345	318	276
OMENCOFM_02593	CP014529.1	2603201	2603938	-	738	40	20	40	6	12	10
OMENCOFM_02594	CP014529.1	2604005	2604574	-	570	2	1	0	0	2	0
OMENCOFM_02595	CP014529.1	2604702	2605574	+	873	6	5	4	6	0	6
OMENCOFM_02596	CP014529.1	2605916	2606788	+	873	6	4	2	21	25	23
OMENCOFM_02597	CP014529.1	2606785	2608743	+	1959	6	5	4	26	36	34
OMENCOFM_02598	CP014529.1	2608896	2608994	-	99	0	0	0	0	0	0
OMENCOFM_02599	CP014529.1	2608994	2609845	-	852	4	4	4	0	8	7
OMENCOFM_02600	CP014529.1	2609968	2610435	+	468	6	8	4	16	8	4
OMENCOFM_02601	CP014529.1	2610698	2611180	-	483	14	29	18	6	6	2
OMENCOFM_02602	CP014529.1	2611280	2612143	-	864	4	7	2	8	2	8
OMENCOFM_02603	CP014529.1	2612741	2613589	+	849	5	6	0	1	2	2
OMENCOFM_02604	CP014529.1	2613760	2614101	-	342	2	0	0	0	0	0
OMENCOFM_02605	CP014529.1	2614187	2614894	+	708	4	4	0	12	8	22
OMENCOFM_02606	CP014529.1	2614881	2615204	+	324	1	2	0	26	10	10
OMENCOFM_02607	CP014529.1	2615293	2616330	-	1038	16	24	18	18	18	32
OMENCOFM_02608	CP014529.1	2616777	2617760	-	984	17	22	12	87	61	53
OMENCOFM_02609	CP014529.1	2618176	2618946	-	771	6	6	8	13	12	9
OMENCOFM_02610	CP014529.1	2618939	2619874	-	936	16	34	27	64	54	58
OMENCOFM_02611	CP014529.1	2620021	2620128	-	108	1	3	1	0	2	1
OMENCOFM_02612	CP014529.1	2620468	2622117	-	1650	34	43	42	18	16	16
OMENCOFM_02613	CP014529.1	2622312	2623208	-	897	16	35	16	24	28	28
OMENCOFM_02614	CP014529.1	2623201	2623860	-	660	6	8	0	17	7	4
OMENCOFM_02615	CP014529.1	2623882	2624664	-	783	8	3	5	4	2	0
OMENCOFM_02616	CP014529.1	2624657	2625574	-	918	8	22	30	6	11	8
OMENCOFM_02617	CP014529.1	2625577	2625792	-	216	0	0	0	0	0	0
OMENCOFM_02618	CP014529.1	2626649	2629876	+	3228	2	0	4	2	2	0
OMENCOFM_02619	CP014529.1	2629989	2630303	+	315	0	0	0	0	0	0
OMENCOFM_02620	CP014529.1	2630316	2630690	+	375	0	0	0	0	0	0
OMENCOFM_02621	CP014529.1	2630700	2631035	+	336	0	0	0	0	0	0
OMENCOFM_02622	CP014529.1	2631118	2632263	+	1146	2	4	7	4	4	4
OMENCOFM_02623	CP014529.1	2632978	2634837	+	1860	0	2	0	4	6	2
OMENCOFM_02624	CP014529.1	2634931	2635170	+	240	0	0	2	0	0	0
OMENCOFM_02625	CP014529.1	2635248	2635922	+	675	59	76	52	32	29	26
OMENCOFM_02626	CP014529.1	2635915	2636079	+	165	16	14	9	5	3	4
OMENCOFM_02627	CP014529.1	2636155	2636589	+	435	0	0	2	0	0	0
OMENCOFM_02628	CP014529.1	2636590	2637297	+	708	2	0	4	2	0	0
OMENCOFM_02629	CP014529.1	2637287	2637577	+	291	0	0	0	0	0	0
OMENCOFM_02630	CP014529.1	2637836	2639020	+	1185	0	0	0	0	0	0
OMENCOFM_02631	CP014529.1	2639017	2639154	+	138	0	0	0	0	0	0
OMENCOFM_02632	CP014529.1	2639900	2641810	+	1911	0	0	0	2	6	4
OMENCOFM_02633	CP014529.1	2642151	2642654	+	504	0	0	0	0	0	0
OMENCOFM_02634	CP014529.1	2642714	2643103	+	390	0	0	0	0	0	0
OMENCOFM_02635	CP014529.1	2643090	2645537	+	2448	0	2	2	0	0	0
OMENCOFM_02636	CP014529.1	2645542	2647665	+	2124	2	0	2	0	0	2
OMENCOFM_02637	CP014529.1	2647662	2648666	+	1005	0	0	0	0	0	0
OMENCOFM_02638	CP014529.1	2648685	2649596	+	912	0	0	0	0	2	2
OMENCOFM_02639	CP014529.1	2650256	2650471	-	216	4	9	2	20	16	19
OMENCOFM_02640	CP014529.1	2651233	2652672	-	1440	4	6	6	16	20	18
OMENCOFM_02641	CP014529.1	2653260	2653892	-	633	0	0	0	4	2	4
OMENCOFM_02642	CP014529.1	2654241	2655692	-	1452	0	0	2	0	0	4
OMENCOFM_02643	CP014529.1	2655804	2657147	-	1344	2	0	0	0	0	0
OMENCOFM_02644	CP014529.1	2657281	2663208	-	5928	34	34	24	50	60	44
OMENCOFM_02645	CP014529.1	2663826	2664260	-	435	0	2	0	0	4	2
OMENCOFM_02646	CP014529.1	2664277	2665482	-	1206	0	2	2	8	6	8
OMENCOFM_02647	CP014529.1	2666176	2666562	+	387	0	0	2	0	0	0
OMENCOFM_02648	CP014529.1	2666656	2666847	+	192	0	1	2	0	0	0
OMENCOFM_02649	CP014529.1	2667603	2667797	+	195	0	0	2	2	4	2
OMENCOFM_02650	CP014529.1	2668420	2668608	+	189	0	0	0	2	0	0
OMENCOFM_02651	CP014529.1	2668633	2669760	+	1128	2	2	0	2	6	2
OMENCOFM_02652	CP014529.1	2670001	2671617	-	1617	2	4	10	30	24	14
OMENCOFM_02653	CP014529.1	2671735	2671953	+	219	0	0	0	2	0	0
OMENCOFM_02654	CP014529.1	2672802	2673041	-	240	4	2	0	4	0	2
OMENCOFM_02655	CP014529.1	2673065	2674588	-	1524	20	21	16	16	10	12
OMENCOFM_02656	CP014529.1	2674606	2674728	-	123	0	2	2	0	0	0
OMENCOFM_02657	CP014529.1	2674758	2675741	-	984	10	11	18	16	4	8
OMENCOFM_02658	CP014529.1	2675765	2675914	-	150	2	0	1	0	0	0
OMENCOFM_02659	CP014529.1	2675935	2676312	-	378	0	2	4	6	8	9
OMENCOFM_02660	CP014529.1	2676344	2676523	-	180	0	0	2	0	0	3
OMENCOFM_02661	CP014529.1	2676538	2676807	-	270	0	1	1	4	2	2
OMENCOFM_02662	CP014529.1	2677330	2679072	-	1743	8	11	4	14	10	6
OMENCOFM_02663	CP014529.1	2679056	2680810	-	1755	2	4	6	2	0	4
OMENCOFM_02664	CP014529.1	2680920	2681489	-	570	2	0	0	0	0	0
OMENCOFM_02665	CP014529.1	2681507	2682922	-	1416	4	2	0	2	1	0
OMENCOFM_02666	CP014529.1	2682933	2683601	-	669	0	0	0	0	2	0
OMENCOFM_02667	CP014529.1	2683732	2684250	-	519	4	0	9	0	8	2
OMENCOFM_02668	CP014529.1	2684525	2684617	-	93	0	0	0	0	0	0
OMENCOFM_02669	CP014529.1	2684647	2684880	-	234	1	0	0	0	2	0
OMENCOFM_02670	CP014529.1	2684895	2685845	-	951	12	26	22	10	10	4
OMENCOFM_02671	CP014529.1	2685842	2686684	-	843	18	19	24	4	2	10
OMENCOFM_02672	CP014529.1	2687006	2688193	+	1188	19	27	29	12	19	10
OMENCOFM_02673	CP014529.1	2688285	2689025	-	741	9	9	14	14	7	12
OMENCOFM_02674	CP014529.1	2689943	2691169	+	1227	8	7	10	2	5	4
OMENCOFM_02675	CP014529.1	2691258	2691650	-	393	103	115	113	1157	1288	1100
OMENCOFM_02676	CP014529.1	2691666	2692109	-	444	78	76	70	1227	1218	1229
OMENCOFM_02677	CP014529.1	2692628	2693095	-	468	302	365	358	351	460	411
OMENCOFM_02678	CP014529.1	2693215	2694753	-	1539	20	13	24	23	22	12
OMENCOFM_02679	CP014529.1	2694833	2695519	+	687	0	0	4	4	2	0
OMENCOFM_02680	CP014529.1	2695720	2696247	-	528	27	42	21	5	8	6
OMENCOFM_02681	CP014529.1	2696331	2697008	-	678	1	1	0	2	4	0
OMENCOFM_02682	CP014529.1	2697005	2698135	-	1131	1	0	2	4	3	2
OMENCOFM_02683	CP014529.1	2698135	2700318	-	2184	0	4	0	2	0	2
OMENCOFM_02684	CP014529.1	2700315	2701340	-	1026	0	0	0	0	0	0
OMENCOFM_02685	CP014529.1	2701385	2702212	-	828	0	0	0	0	0	2
OMENCOFM_02686	CP014529.1	2702209	2703276	-	1068	0	0	2	0	0	0
OMENCOFM_02687	CP014529.1	2703302	2704138	-	837	0	0	0	2	0	2
OMENCOFM_02688	CP014529.1	2704135	2705004	-	870	0	0	0	0	2	0
OMENCOFM_02689	CP014529.1	2705074	2706357	-	1284	0	0	2	0	0	0
OMENCOFM_02690	CP014529.1	2706371	2708056	-	1686	0	0	0	2	2	0
OMENCOFM_02691	CP014529.1	2708331	2709356	+	1026	26	24	36	38	36	30
OMENCOFM_02692	CP014529.1	2709951	2713604	-	3654	549	629	606	1511	1427	1388
OMENCOFM_02693	CP014529.1	2713683	2717300	-	3618	612	697	567	1589	1435	1378
OMENCOFM_02694	CP014529.1	2718028	2718996	+	969	10	7	2	12	6	2
OMENCOFM_02695	CP014529.1	2719014	2719919	+	906	6	2	0	4	0	2
OMENCOFM_02696	CP014529.1	2719916	2720722	+	807	6	4	8	8	10	10
OMENCOFM_02697	CP014529.1	2720879	2721847	+	969	46	56	34	38	52	27
OMENCOFM_02698	CP014529.1	2722164	2722688	-	525	46	56	66	36	32	26
OMENCOFM_02699	CP014529.1	2722975	2724957	+	1983	42	64	46	206	256	254
OMENCOFM_02700	CP014529.1	2725112	2726098	-	987	56	16	17	31	36	34
OMENCOFM_02701	CP014529.1	2726121	2726687	-	567	15	4	7	18	6	21
OMENCOFM_02702	CP014529.1	2726701	2727117	-	417	10	10	16	20	17	22
OMENCOFM_02703	CP014529.1	2727574	2729508	-	1935	54	62	70	142	98	142
OMENCOFM_02704	CP014529.1	2729789	2730745	+	957	144	138	173	154	170	157
OMENCOFM_02705	CP014529.1	2730835	2731938	+	1104	24	12	12	16	44	19
OMENCOFM_02706	CP014529.1	2731951	2732904	+	954	2	0	2	4	8	6
OMENCOFM_02707	CP014529.1	2733839	2735185	-	1347	38	78	95	184	176	88
OMENCOFM_02708	CP014529.1	2735319	2736569	-	1251	43	51	38	127	137	113
OMENCOFM_02709	CP014529.1	2736578	2737501	-	924	26	26	16	86	109	108
OMENCOFM_02710	CP014529.1	2737722	2740214	-	2493	306	350	365	197	222	182
OMENCOFM_02711	CP014529.1	2740221	2740688	-	468	13	24	24	16	18	12
OMENCOFM_02724	CP014529.1	2747430	2748119	+	690	52	47	35	52	33	77
OMENCOFM_02725	CP014529.1	2748106	2749314	+	1209	33	48	24	28	32	24
OMENCOFM_02726	CP014529.1	2749608	2750879	+	1272	32	73	44	124	114	97
OMENCOFM_02727	CP014529.1	2751428	2752912	-	1485	602	740	635	324	318	299
OMENCOFM_02728	CP014529.1	2753417	2754112	-	696	79	83	64	114	131	120
OMENCOFM_02729	CP014529.1	2754202	2755302	-	1101	112	142	124	243	238	166
OMENCOFM_02730	CP014529.1	2755311	2755502	-	192	22	20	13	40	28	22
OMENCOFM_02731	CP014529.1	2755523	2756413	-	891	36	53	45	108	76	70
OMENCOFM_02732	CP014529.1	2756400	2757167	-	768	34	22	25	69	100	78
OMENCOFM_02733	CP014529.1	2757179	2757892	-	714	8	16	14	42	49	54
OMENCOFM_02734	CP014529.1	2758124	2760025	-	1902	57	52	84	226	180	165
OMENCOFM_02735	CP014529.1	2760042	2761439	-	1398	24	30	34	116	101	112
OMENCOFM_02736	CP014529.1	2761783	2762121	+	339	0	0	0	2	3	2
OMENCOFM_02737	CP014529.1	2762289	2763047	-	759	107	81	72	138	139	115
OMENCOFM_02738	CP014529.1	2763065	2763883	-	819	48	41	48	120	133	143
OMENCOFM_02739	CP014529.1	2763880	2764236	-	357	17	20	5	54	34	29
OMENCOFM_02740	CP014529.1	2764354	2764488	-	135	5	5	8	26	17	31
OMENCOFM_02741	CP014530.1	308	901	+	594	11	8	0	2	2	0
OMENCOFM_02742	CP014530.1	918	1070	+	153	0	0	1	0	0	0
OMENCOFM_02743	CP014530.1	1064	3088	+	2025	9	18	6	4	0	4
OMENCOFM_02744	CP014530.1	3088	4293	+	1206	2	2	0	4	2	4
OMENCOFM_02745	CP014530.1	4309	4953	+	645	0	0	2	4	4	0
OMENCOFM_02746	CP014530.1	4964	5770	+	807	0	0	0	0	0	0
OMENCOFM_02747	CP014530.1	5792	6022	+	231	0	0	0	0	0	0
OMENCOFM_02748	CP014530.1	6536	6844	+	309	0	2	0	0	0	0
OMENCOFM_02749	CP014530.1	6846	7268	+	423	7	11	4	4	0	2
OMENCOFM_02750	CP014530.1	7288	8877	+	1590	7	4	4	0	4	4
OMENCOFM_02751	CP014530.1	9003	9230	+	228	0	0	0	0	0	0
OMENCOFM_02752	CP014530.1	9696	10946	-	1251	19	17	26	22	7	12
OMENCOFM_02753	CP014530.1	11356	13728	+	2373	10	9	6	2	4	4
OMENCOFM_02754	CP014530.1	13789	15258	+	1470	6	12	4	4	0	5
OMENCOFM_02755	CP014530.1	15269	17278	+	2010	5	5	2	2	4	0
OMENCOFM_02756	CP014530.1	17394	17543	+	150	1	7	0	0	0	2
OMENCOFM_02757	CP014530.1	17624	18220	+	597	6	18	18	10	11	2
OMENCOFM_02758	CP014530.1	18233	19132	+	900	23	34	18	15	26	18
OMENCOFM_02759	CP014530.1	19135	19266	+	132	1	2	0	3	0	0
OMENCOFM_02760	CP014530.1	19315	19620	+	306	15	20	16	5	6	6
OMENCOFM_02761	CP014530.1	19642	19899	+	258	3	4	2	0	0	0
OMENCOFM_02762	CP014530.1	21037	21243	+	207	0	0	0	0	0	0
